Username,Total reviews,location,date,content,Rating,instruction,summary
CMT,1 review,GB,"Jan 27, 2024Invited","Easy to use AppDate of experience: January 27, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Easy to use AppDate of experience: January 27, 2024","Topic Category: Website/App
Themes: User Experience, Ease of Use
Pain Point: The user found the app easy to use.
Detailed Topic: The user specifically mentioned that they appreciated the simple interface and quick navigation within the app.
Main Emotion: Satisfaction
Emotion Explanation: The ease of use provided by the app met the user's expectations and resulted in satisfaction with their overall experience."
Mrs  Lewis,14 reviews,GB,"Jan 27, 2024Invited","Changed to Hastings for house insurance…Changed to Hastings for house insurance easy tranferDate of experience: January 10, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Changed to Hastings for house insurance…Changed to Hastings for house insurance easy tranferDate of experience: January 10, 2024","Topic Category: Insurance, specifically House Insurance
Theme(s): Easy Transfer Process
Pain Point: Smooth transition from previous insurer to Hastings
Detailed Topic: The process of transferring house insurance policy was hassle-free and straightforward with Hastings.
Main Emotion: Satisfaction
Emotion Explanation: The ease of the transfer process led to a feeling of satisfaction as there were no complications during the switch."
Sylvia Ryan,3 reviews,GB,"Jan 27, 2024Invited","Everything was easy to do site is easy…Everything was easy to do site is easy to navigate.Date of experience: January 14, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Everything was easy to do site is easy…Everything was easy to do site is easy to navigate.Date of experience: January 14, 2024","Topic Category: Website/App
Theme(s): Ease of Use
Pain Point: The user found using the website straightforward and hassle-free.
Detailed Topic: The individual praised the simplicity of navigating through the site with no complications encountered.
Main Emotion: Satisfaction
Emotion Explanation: This satisfaction stems from successfully completing tasks on the site without encountering difficulties."
Sophie lambert,3 reviews,GB,"Jan 27, 2024Invited","Hastings direct are a great company to…Hastings direct are a great company to use for insuranceDate of experience: January 02, 2024",4,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Hastings direct are a great company to…Hastings direct are a great company to use for insuranceDate of experience: January 02, 2024","1. Topic Category: Pricing
2. Themes: Competitive pricing, Satisfaction with cost
3. Pain Point: Customer expresses satisfaction with the price they paid for their insurance policy from Hastings Direct.
4. Detailed Topic: The customer praises Hastings Direct for offering competitive prices compared to other insurers.
5. Main Emotion: Contentment
6. Emotion Explanation: The contentment stems from the feeling of getting good value for money due to the affordable price of the insurance policy."
Jenny,1 review,GB,"Jan 27, 2024Invited","Went on the compare site which was…Went on the compare the meerkat site which was quick and easy to use.Date of experience: January 13, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Went on the compare site which was…Went on the compare the meerkat site which was quick and easy to use.Date of experience: January 13, 2024","Topic Category: Website/App
Theme(s): Usability, Efficiency
Pain Point: The user found using Meerkat's comparison website fast and convenient.
Detailed Topic: The user appreciated the speed and ease of navigation when utilizing Meerkat's online comparison tool.
Main Emotion: Satisfaction
Emotion Explanation: The user felt content with their efficient browsing experience on Meerkat's website."
Gillian Colin Burns,28 reviews,GB,"Jan 27, 2024Invited","Can't fault Hastings.been with them for…Can't fault Hastings.been with them for years never had a problem.Date of experience: January 01, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Can't fault Hastings.been with them for…Can't fault Hastings.been with them for years never had a problem.Date of experience: January 01, 2024","Topic Category: Customer Service
Themes: Satisfaction, Loyalty
Pain Point: Expressing satisfaction and loyalty towards a company's services
Detailed Topic: The user has been using Hastings services for an extended period without encountering any issues.
Main Emotion: Joy / Happiness
Emotion Explanation: The user feels happy and content with their positive experiences and long-term relationship with Hastings."
Justin Dunkley,1 review,GB,"Jan 27, 2024Invited","Inability to solve problems quicklyI am honestly sick and tired of having to phone in to solve every minor issue I have. I had to contact the call centre 6 times to resolve an issue with my youdrive tab. Resulting in a simple email change and reset that solved the issue. Why does that require 6 separate phone calls amassing to over 2 hours of my time? Seperate to that, I finally resolve that issue, and now I'm expected to update all documents via images sent through email. Thats no issue, I understand that. What I dont understand is the midweek email (when everyone is busy) and a total of 7 days to provide these images with threat of cancellation. It is however, going to take up to 6 weeks for me to receive my new V5C. But you only sent to give 7 days? Great choice! The staff have been friendly but often misguided and under trained. The renewal quote was over £300 more expense than a quote to begin a new policy which is also disregarding of customers and their respect and loyalty to the company. I'll never insure eith this company ever again. I will see this year through and never return.Date of experience: January 12, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Inability to solve problems quicklyI am honestly sick and tired of having to phone in to solve every minor issue I have. I had to contact the call centre 6 times to resolve an issue with my youdrive tab. Resulting in a simple email change and reset that solved the issue. Why does that require 6 separate phone calls amassing to over 2 hours of my time? Seperate to that, I finally resolve that issue, and now I'm expected to update all documents via images sent through email. Thats no issue, I understand that. What I dont understand is the midweek email (when everyone is busy) and a total of 7 days to provide these images with threat of cancellation. It is however, going to take up to 6 weeks for me to receive my new V5C. But you only sent to give 7 days? Great choice! The staff have been friendly but often misguided and under trained. The renewal quote was over £300 more expense than a quote to begin a new policy which is also disregarding of customers and their respect and loyalty to the company. I'll never insure eith this company ever again. I will see this year through and never return.Date of experience: January 12, 2024","1. Topic Category: Customer Service
2. Common Themes: Inefficient communication, Long wait times
3. Pain Point: Multiple phone calls required to resolve simple issues, unreasonable document submission requirements, high renewal cost
4. Detailed Topic: Had to make multiple phone calls to resolve an issue requiring a simple email change, was then asked to submit documents via images within a short timeframe despite long processing period for new documentation, felt disrespected by high renewal cost compared to starting a new policy
5. Main Emotion: Frustration
6. Emotion Explanation: Frustrated due to unnecessary time spent on resolving issues, feeling disrespected by company"
Alan Dunn,2 reviews,GB,"Jan 27, 2024Invited","Efficient quick and easy serviceDate of experience: January 10, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Efficient quick and easy serviceDate of experience: January 10, 2024","Topic Category: Customer Service
Themes: Efficiency, Convenience
Pain Point: The review praises the fast and hassle-free nature of the service interaction.
Detailed Topic: The user expresses satisfaction with the timely response and resolution of their issue without unnecessary complications.
Main Emotion: Satisfaction
Emotion Explanation: The user feels content due to receiving effective assistance that met their expectations and saved them time and effort."
Gillian Nichol,1 review,GB,"Jan 26, 2024Invited","I went online to compare prices and…I went online to compare prices and found hastings to be best value as insurances prices have gone up so so muchDate of experience: January 01, 2024",4,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: I went online to compare prices and…I went online to compare prices and found hastings to be best value as insurances prices have gone up so so muchDate of experience: January 01, 2024","Topic Category: Pricing
Theme(s): Value for Money
Pain Point: The user was comparing insurance prices and found Hastings to offer the best value.
Detailed Topic: The user mentioned that they had noticed significant increases in insurance prices. They conducted an online comparison which led them to conclude that Hastings offered the most cost-effective solution.
Main Emotion: Satisfaction
Emotion Explanation: The user expressed satisfaction due to finding an affordable option after being concerned about increasing costs."
Pete Walker,14 reviews,GB,"Jan 26, 2024","Bad customer serviceMy wife has Been with this company for car insurance for a few year so with that in mind you would think they would look after you. No👎 rotters gave excuses and wasted hours of our time chasing them, an agent promised to return phone call to us to give us a decent renewal price, gone elsewhere now, won't ever be tempted to go with second rate firm again.Date of experience: January 26, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Bad customer serviceMy wife has Been with this company for car insurance for a few year so with that in mind you would think they would look after you. No👎 rotters gave excuses and wasted hours of our time chasing them, an agent promised to return phone call to us to give us a decent renewal price, gone elsewhere now, won't ever be tempted to go with second rate firm again.Date of experience: January 26, 2024","Topic Category: Customer Service
Themes: Poor communication, Unmet Expectations
Pain Point: The customer expected good customer service due to their long-term relationship but received poor treatment.
Detailed Topic: An agent failed to keep promises, caused unnecessary delays by providing excuses, and eventually led the customers to switch to another insurer.
Main Emotion: Frustration
Emotion Explanation: The frustration stems from feeling misled by unfulfilled promises and having valuable time wasted while trying to resolve the issue."
"Patricia Hayes,",6 reviews,GB,"Jan 26, 2024Invited","First time I have used Hastings directFirst time I have used Hastings direct. 29 days in fact. So far so good. Got documentation quickly. So far so goodcDate of experience: January 10, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: First time I have used Hastings directFirst time I have used Hastings direct. 29 days in fact. So far so good. Got documentation quickly. So far so goodcDate of experience: January 10, 2024","Topic Category: Onboarding / Customer Service
Themes: Smooth Process, Documentation
Pain Point: Positive feedback about initial experience with a new insurance company
Detailed Topic: Received necessary documents promptly during onboarding process with Hastings Direct
Main Emotion: Satisfaction
Emotion Explanation: The user expresses satisfaction due to the efficient handling of their onboarding process by receiving important documents within a short period after signing up with Hastings Direct."
Nigel Seal,14 reviews,GB,"Jan 26, 2024Invited","Really quick and easy to get insurance…Really quick and easy to get insurance and at a reasonable price.Date of experience: January 26, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Really quick and easy to get insurance…Really quick and easy to get insurance and at a reasonable price.Date of experience: January 26, 2024","Topic Category: Pricing
Theme(s): Ease of Use, Affordability
Pain Point: The reviewer expressed satisfaction with the simple and fast process of obtaining insurance and also mentioned that they found the pricing to be reasonable.
Detailed Topic: The user found it convenient and efficient to purchase insurance from the platform due to its streamlined process and competitive pricing.
Main Emotion: Satisfaction
Emotion Explanation: The review expresses a positive feeling towards the overall experience, likely driven by the combination of ease of use and affordability."
Eamonn Taylor,8 reviews,GB,"Jan 26, 2024","CRAP is the nicest 4 letter word to…CRAP is the nicest 4 letter word to describe their Motor Claims Department for a no fault accident to my Sons car which I am a named driver on cover, accident 12thDecember 2023 we are now at the 26th Jan 2024 no further forward whilst these Muppet's in the Motor Insurance Industry would like to right off a perfectly good motor car with a slight ding to a rear passenger door, we have told them they are not being allowed to right this vehicle off whilst they text you to call them to discuss it further, they were on the ball wanting to give you a Hire care at the earliest supplied by  Enterprise Hire  American Company who were given our contact details and who were told we did not need a car as the car drives perfectly, we were pestered by them to take a Hire Car but would you believe they also Manage All Hastings Accident Claims to access the vehicle damage but they do not they just crunch numbers to their benefit and another American Company COPART who were also handed our personal details and they also pestered us the day after the accident to come and pick up the car, they are the MOB that auctions accident damaged vehicle, they were told that they were not getting the car and to 4444 off, days later a letter received from them to send V5C document and spare keys , ideal paper for light the STOVE.Hastings called 23rd Jan to say the vehicle will be scrapped Mmm !, I had to ask if the Third Party accepted liability I was told they had and then asked Hastings to email  my Son as he is the Policy Holder. We have saved the other Insurance company the cost of a vehicle hire from the 12th December as it was not required, that is of unless Enterprise & Hastings cut a deal if you know what I mean and inflate the value of my Sons car and then offer it back to him at what then they and Copart cut a deal for what they value it at, and for him to Buy back possibly. so we saved the Third Party Insurer Recovery of a vehicle that did not require to be recovered and Copart storage cost from say 15th December until whenever because the Third Party Insurance Bill is still running as the Muppets at Hastings do not have a clue or is it a nice system that Hastings and their partners make work to their mutual advantage and not the INSURED.Hastings have no write to pass third parties my personal details and I wonder if this is a DATA Breach. My Son is now considering not going ahead with the Claim and 4444 Hastings/Enterprise/Copart as it is not them who would have been footing the BiG Bill and then again maybe this is why they have provided Crap service as it has not been a nice earner for them.Date of experience: January 26, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: CRAP is the nicest 4 letter word to…CRAP is the nicest 4 letter word to describe their Motor Claims Department for a no fault accident to my Sons car which I am a named driver on cover, accident 12thDecember 2023 we are now at the 26th Jan 2024 no further forward whilst these Muppet's in the Motor Insurance Industry would like to right off a perfectly good motor car with a slight ding to a rear passenger door, we have told them they are not being allowed to right this vehicle off whilst they text you to call them to discuss it further, they were on the ball wanting to give you a Hire care at the earliest supplied by  Enterprise Hire  American Company who were given our contact details and who were told we did not need a car as the car drives perfectly, we were pestered by them to take a Hire Car but would you believe they also Manage All Hastings Accident Claims to access the vehicle damage but they do not they just crunch numbers to their benefit and another American Company COPART who were also handed our personal details and they also pestered us the day after the accident to come and pick up the car, they are the MOB that auctions accident damaged vehicle, they were told that they were not getting the car and to 4444 off, days later a letter received from them to send V5C document and spare keys , ideal paper for light the STOVE.Hastings called 23rd Jan to say the vehicle will be scrapped Mmm !, I had to ask if the Third Party accepted liability I was told they had and then asked Hastings to email  my Son as he is the Policy Holder. We have saved the other Insurance company the cost of a vehicle hire from the 12th December as it was not required, that is of unless Enterprise & Hastings cut a deal if you know what I mean and inflate the value of my Sons car and then offer it back to him at what then they and Copart cut a deal for what they value it at, and for him to Buy back possibly. so we saved the Third Party Insurer Recovery of a vehicle that did not require to be recovered and Copart storage cost from say 15th December until whenever because the Third Party Insurance Bill is still running as the Muppets at Hastings do not have a clue or is it a nice system that Hastings and their partners make work to their mutual advantage and not the INSURED.Hastings have no write to pass third parties my personal details and I wonder if this is a DATA Breach. My Son is now considering not going ahead with the Claim and 4444 Hastings/Enterprise/Copart as it is not them who would have been footing the BiG Bill and then again maybe this is why they have provided Crap service as it has not been a nice earner for them.Date of experience: January 26, 2024","Topic Category: Customer Service, Policy Terms
Themes: Delayed Processing, Miscommunication, Invasion of Privacy
Pain Point: The review addresses issues with delayed processing, miscommunication, invasion of privacy during the handling of a motor insurance claim.
Detailed Topic: The customer expresses frustration with long delays and poor communication regarding the processing of a motor insurance claim for a minor accident on his son's car. He feels disrespected when insurers requested to scrap the car without consultation and passed on his personal details to third parties without consent.
Main Emotion: Anger
Emotion Explanation: The anger stems from feeling disrespected due to lack of transparency,"
G Macgregor,10 reviews,GB,"Jan 26, 2024Invited","Your car insurance quote was nearly…Your car insurance quote was nearly £200 cheaper than my renewal quote.Date of experience: January 12, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Your car insurance quote was nearly…Your car insurance quote was nearly £200 cheaper than my renewal quote.Date of experience: January 12, 2024","Topic Category: Pricing
Themes: Cost Savings, Competitive Quotes
Pain Point: The user found a significantly lower price for their car insurance from your company compared to their current renewal quote.
Detailed Topic: The user received a competitive quote that resulted in cost savings for them when purchasing car insurance with your company.
Main Emotion: Satisfaction
Emotion Explanation: The satisfaction stems from discovering an affordable option that helps reduce financial burden related to car insurance costs."
Sonya Cary,12 reviews,GB,"Jan 26, 2024Invited","Excellent customer service.Date of experience: January 10, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Excellent customer service.Date of experience: January 10, 2024","Topic Category: Customer Service
Themes: Positive interaction with representatives, Effective resolution of issue
Pain Point: Resolved an account issue promptly
Detailed Topic: The representative was able to quickly understand my concern and provided a satisfactory solution within minutes of contacting support.
Main Emotion: Satisfaction
Emotion Explanation: The efficient and effective handling of the issue by the customer service team led to a positive emotional response from the user."
STEPHEN S,4 reviews,GB,"Jan 26, 2024Invited","Home insuranceSimple, clear process which provided the cover needed at a competitive price.Date of experience: January 04, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Home insuranceSimple, clear process which provided the cover needed at a competitive price.Date of experience: January 04, 2024","1. Topic Category: Pricing
2. Themes: Competitive pricing, Value for money
3. Pain Point: Customer found an affordable solution for home insurance.
4. Detailed Topic: The reviewer appreciated that they were able to get suitable coverage at a reasonable cost from the provider.
5. Main Emotion: Satisfaction
6. Emotion Explanation: The reviewer was satisfied because they were able to meet their need for affordable home insurance without compromising on coverage."
James,2 reviews,GB,"Jan 26, 2024","Hastings will not replace child car seats for a fault claim on their partHastings direct admitted liability for their insured driver hitting my vehicle, yet refuse to cover the costs to replace my child car seats which were in the vehicle at the time. I have been told “Due to the low speed impact we wouldn’t feel it necessary to replace these” even though the UK law states that any car seat involved in a road traffic accident, no matter the damage, should be replaced by the at fault drivers insurance as a matter of safety. Absolutely disgusting service from your third party intervention team who are point blank refusing to put my children’s safety first following their driver hitting my car. I have requested a call back from the intervention team manager which still hasn’t been actioned 3 days later. I have since received a letter in the post advising they will not cover the car seat claim but haven’t been able to answer my question as to why when this is their legal responsibility? No names given either to cover their own backs as employees as they know they have no legal right to refuse this when they have accepted liability. Hastings direct must be very happy with their selves knowing that I am driving around in my car with car seats which may not be affective and could cause serious injury if another accident was to take place. But at least they have saved their company money. Disgusting company stay clear. I should have gone through Auxilis. I will be forwarding my complaint to the financial ombudsman if this isn’t resolved.Date of experience: January 23, 2024",1,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Hastings will not replace child car seats for a fault claim on their partHastings direct admitted liability for their insured driver hitting my vehicle, yet refuse to cover the costs to replace my child car seats which were in the vehicle at the time. I have been told “Due to the low speed impact we wouldn’t feel it necessary to replace these” even though the UK law states that any car seat involved in a road traffic accident, no matter the damage, should be replaced by the at fault drivers insurance as a matter of safety. Absolutely disgusting service from your third party intervention team who are point blank refusing to put my children’s safety first following their driver hitting my car. I have requested a call back from the intervention team manager which still hasn’t been actioned 3 days later. I have since received a letter in the post advising they will not cover the car seat claim but haven’t been able to answer my question as to why when this is their legal responsibility? No names given either to cover their own backs as employees as they know they have no legal right to refuse this when they have accepted liability. Hastings direct must be very happy with their selves knowing that I am driving around in my car with car seats which may not be affective and could cause serious injury if another accident was to take place. But at least they have saved their company money. Disgusting company stay clear. I should have gone through Auxilis. I will be forwarding my complaint to the financial ombudsman if this isn’t resolved.Date of experience: January 23, 2024","Topic Category: Insurance Claims / Policy Terms
Themes: Safety, Car Seats, Legal Obligations
Pain Point: Refusal to cover cost for replacing damaged child car seats after an accident where fault has been acknowledged by the insurance company.
Detailed Topic: The customer's request to replace child car seats damaged during an accident caused by their insured driver has been denied despite the acceptance of liability by the insurance provider due to the perceived low speed impact. However, the UK law mandates replacement of all car seats involved in accidents regardless of damage for safety reasons.
Main Emotion: Frustration, Disappointment, Anger.
Emotion Explanation: The main emotion ar"
Mr James,2 reviews,GB,"Jan 26, 2024Invited","your website was very easy to navigate…your website was very easy to navigate and your prices were good so I hope all future dealings go as well .Date of experience: January 10, 2024",4,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: your website was very easy to navigate…your website was very easy to navigate and your prices were good so I hope all future dealings go as well .Date of experience: January 10, 2024","1. Topic Category: Website/App
2. Themes: Ease of use, Affordability
3. Pain Point: Customer expressed satisfaction with ease of navigating the website and finding affordable prices.
4. Detailed Topic: The user found the website simple and straightforward to maneuver through, while also appreciating that the offered prices were reasonable.
5. Main Emotion: Satisfaction
6. Emotion Explanation: The user felt contented due to experiencing both an effortless interaction with the website and economical pricing."
Mrs Ryan,6 reviews,GB,"Jan 26, 2024Invited","Easy to access to information and the…Easy to access to information and the buying process.Date of experience: January 26, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Easy to access to information and the…Easy to access to information and the buying process.Date of experience: January 26, 2024","Topic Category: Website/App
Theme(s): Ease of Use, Accessibility
Pain Point: The user found it easy to access information and navigate through the buying process.
Detailed Topic: The website provided clear and easily accessible information about products and services, enabling the user to complete their purchase smoothly.
Main Emotion: Satisfaction
Emotion Explanation: The ease of use and accessibility led to a positive shopping experience, resulting in satisfaction with the interaction."
Louise,6 reviews,GB,"Jan 26, 2024Invited","Informative and well explainedInformative and well explained. Competitive pricing too.Date of experience: January 26, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Informative and well explainedInformative and well explained. Competitive pricing too.Date of experience: January 26, 2024","1. Category: Pricing
2. Themes: Clear Communication, Affordable Prices
3. Pain Point: The customer acknowledges that they had a positive interaction with clear communication about prices being competitive.
4. Detailed Topic: The review mentions specific appreciation for both the informative nature of the interaction and the competitiveness of the price offered.
5. Main Emotion: Satisfaction
6. Emotion Explanation: The satisfaction stems from feeling informed about what they were purchasing and receiving a good value for their money."
Sue T,1 review,GB,"Jan 26, 2024Invited","Easy to take out car insurance in line.Date of experience: January 15, 2024",5,"Please provide the following information for the given review keeping concise to a single sentence where possible:
0. Identify the topic category - it can be either Customer Service, Pricing, Policy Terms, Website/App
1. Identify a single or two common themes - this will be used to group review topic together
2. Pain point: What problem or challenge is the review addressing?
3. Detailed Topic: What in detail is the customer problem?
4. Main Emotion: What is the single over-arching emotion on the the review? Please only give 1 emotion.
5. Emotion Explanation: What is the cause and context for this emotion (aspect sentiment)


Review: Easy to take out car insurance in line.Date of experience: January 15, 2024","Topic Category: Website/App
Theme(s): Ease of Use
Pain Point: The reviewer found it easy to use the website or app to purchase car insurance.
Detailed Topic: The user had no issues navigating through the platform to buy their car insurance policy.
Main Emotion: Satisfaction
Emotion Explanation: The user experienced ease and convenience while using the online tool to obtain their desired product (car insurance)."
